"DateTime"," NDVI (Landsat 4/5/7/8 SR) at Polygon 1, 1984-01-01 to 2019-08-15"," NDVI (Landsat 4/5/7/8 SR) at Polygon 2, 1984-01-01 to 2019-08-15"
"2014-11-16",0.051,0.4096
"2014-11-23",0.1925,
"2014-11-24",,
"2014-12-01",0.1697,0.4954
"2014-12-02",0.1729,0.4783
"2014-12-09",,
"2014-12-10",0.162,0.499
"2014-12-17",,
"2014-12-18",0.1586,
"2014-12-25",0.1847,0.5533
"2015-01-02",-0.0919,0.1383
"2015-01-03",,
"2015-01-10",0.1327,0.606
"2015-01-11",,
"2015-01-18",0.1084,0.2964
"2015-01-19",0.1633,0.4487
"2015-01-26",0.1327,0.4553
"2015-01-27",0.1003,0.2561
"2015-02-03",0.1226,0.3338
"2015-02-04",,
"2015-02-12",,0.0844
"2015-02-19",0.1304,0.3175
"2015-02-20",0.1881,0.4989
"2015-02-27",-0.0149,0.2453
"2015-02-28",,
"2015-03-07",0.0316,0.1771
"2015-03-08",0.1055,0.2569
"2015-03-15",0.1836,0.4304
"2015-03-16",0.1412,0.3923
"2015-03-23",0.144,0.4002
"2015-03-24",0.1859,0.478
"2015-03-31",0.1887,0.4715
"2015-04-01",0.101,
"2015-04-08",0.1342,0.3813
"2015-04-09",0.1879,0.4515
"2015-04-16",0.0025,0.0066
"2015-04-17",-0.298,-0.0109
"2015-04-25",0.196,0.4221
"2015-05-02",0.2243,0.4536
"2015-05-03",,0.3814
"2015-05-10",,
"2015-05-11",0.1575,0.073
"2015-05-18",,
"2015-05-26",0.1265,
"2015-05-27",0.2524,
"2015-06-03",0.2554,0.3915
"2015-06-04",0.2335,0.4153
"2015-06-11",,
"2015-06-12",,
"2015-06-19",0.3329,0.5066
"2015-06-20",0.2854,0.4429
"2015-06-27",0.2969,0.4663
"2015-06-28",0.3322,0.5152
"2015-07-05",,
"2015-07-06",,
"2015-07-13",0.255,0.4503
"2015-07-14",0.3374,0.5208
"2015-07-21",0.3733,0.4441
"2015-07-22",0.3342,0.4866
"2015-07-29",0.3066,0.4581
"2015-07-30",0.3534,0.5356
"2015-08-06",0.332,0.5339
"2015-08-07",0.2453,
"2015-08-14",0.302,0.4875
"2015-08-15",0.3594,0.5607
"2015-08-22",0.3437,0.5399
"2015-08-23",0.2941,0.4149
"2015-08-30",0.2928,0.4751
"2015-08-31",0.2932,0.4372
"2015-09-07",,
"2015-09-08",0.2063,
"2015-09-15",0.2642,0.44
"2015-09-16",0.2985,0.5347
"2015-09-23",0.2928,0.54
"2015-09-24",0.2331,0.3549
"2015-10-01",,
"2015-10-02",0.2771,0.5184
"2015-10-09",0.2404,0.5093
"2015-10-10",0.2235,0.4578
"2015-10-17",0.2105,0.4542
"2015-10-18",0.2498,0.5214
"2015-10-25",0.2636,0.5525
"2015-10-26",0.0519,
"2015-11-02",0.2059,0.5042
"2015-11-03",0.2368,0.5474
"2015-11-10",0.2324,0.5626
"2015-11-11",0.0077,0.0721
"2015-11-18",-0.1826,0.1672
"2015-11-19",-0.0116,0.281
"2015-11-26",,
"2015-11-27",-0.0743,0.047
"2015-12-04",0.0318,0.2315
"2015-12-05",,
"2015-12-13",,
"2015-12-20",0.035,0.2525
"2015-12-21",0.0764,0.4288
"2015-12-28",0.0273,0.5676
"2015-12-29",0.0159,0.2071
"2016-01-05",0.0351,0.2559
"2016-01-06",0.0507,0.3082
"2016-01-13",0.0353,0.3928
"2016-01-14",0.0013,0.2213
"2016-01-21",0.0362,0.2474
"2016-01-22",0.1128,0.3973
"2016-01-29",0.0881,0.3715
"2016-01-30",0.0865,
"2016-02-06",,
"2016-02-07",-0.0255,0.2472
"2016-02-14",-0.0334,
"2016-02-15",,
"2016-02-22",,
"2016-03-01",0.1636,0.3068
"2016-03-02",,
"2016-03-09",0.1158,0.2268
"2016-03-10",0.1838,0.4662
"2016-03-17",0.1904,0.4549
"2016-03-18",,
"2016-04-02",0.11,0.1959
"2016-04-03",0.1226,0.2574
"2016-04-10",,
"2016-04-11",0.1872,0.4508
"2016-04-18",,
"2016-04-19",,
"2016-04-26",0.1002,
"2016-04-27",0.2161,0.4631
"2016-05-04",0.2113,0.4764
"2016-05-05",0.1615,0.3975
"2016-05-12",0.1844,0.414
"2016-05-13",0.2185,0.4312
"2016-05-20",0.18,
"2016-05-21",0.1895,0.3633
"2016-05-28",0.2116,0.4005
"2016-05-29",0.2667,0.4818
"2016-06-05",0.2988,0.4437
"2016-06-13",0.3102,0.4948
"2016-06-14",0.3358,0.511
"2016-06-21",0.2911,0.502
"2016-06-22",0.2817,0.4477
"2016-06-29",,
"2016-06-30",0.3154,
"2016-07-07",0.3192,0.5329
"2016-07-08",0.271,0.4511
"2016-07-15",,0.4449
"2016-07-16",0.2914,0.5124
"2016-07-23",0.3161,0.5526
"2016-07-24",0.267,0.4462
"2016-07-31",0.2239,0.4248
"2016-08-01",0.304,0.5138
"2016-08-08",0.2697,0.5297
"2016-08-09",0.2529,0.4801
"2016-08-16",0.2256,0.4563
"2016-08-17",0.2956,0.4357
"2016-08-24",,
"2016-08-25",0.2432,0.4895
"2016-09-01",0.2534,0.4755
"2016-09-02",,
"2016-09-09",0.296,0.5449
"2016-09-10",0.2552,0.4852
"2016-09-17",0.2475,0.4789
"2016-09-18",0.2802,0.5388
"2016-09-25",0.2738,0.5397
"2016-09-26",0.2265,0.4653
"2016-10-03",0.2104,0.464
"2016-10-04",0.2484,0.5253
"2016-10-11",0.2525,0.5504
"2016-10-12",0.1751,0.3458
"2016-10-19",0.1855,0.4584
"2016-10-20",0.2256,0.5362
"2016-10-27",0.2299,0.5582
"2016-10-28",,
"2016-11-04",0.171,0.4577
"2016-11-05",,
"2016-11-12",0.2269,0.575
"2016-11-13",,
"2016-11-20",0.1406,0.4273
"2016-11-21",0.2245,0.5668
"2016-11-28",0.2008,0.4786
"2016-11-29",0.1109,0.2936
"2016-12-06",0.1632,0.4251
"2016-12-07",0.0296,0.3609
"2016-12-14",0.202,0.4766
"2016-12-15",,
"2016-12-23",0.1073,0.4699
"2016-12-30",0.1796,0.5603
"2016-12-31",0.1229,0.3768
"2017-01-07",0.0007,0.2018
"2017-01-08",,
"2017-01-15",,
"2017-01-23",0.0914,0.311
"2017-01-24",,
"2017-01-31",0.1525,0.2337
"2017-02-01",0.135,0.3657
"2017-02-09",,
"2017-02-16",0.19,0.5354
"2017-02-17",0.1195,
"2017-02-24",,
"2017-02-25",0.1469,0.4237
"2017-03-04",0.1843,0.5239
"2017-03-05",,
"2017-03-13",,
"2017-03-20",0.1456,0.4667
"2017-03-21",0.1362,0.3678
"2017-03-28",0.1192,0.2625
"2017-03-29",,
"2017-04-05",0.0098,0.1271
"2017-04-06",0.1164,0.3285
"2017-04-13",0.1409,0.3963
"2017-04-14",0.1838,0.4594
"2017-04-21",0.214,
"2017-04-30",0.0129,0.1285
"2017-05-07",,
"2017-05-08",,
"2017-05-15",0.1819,0.4023
"2017-05-16",0.2264,0.4604
"2017-05-23",0.2729,0.5152
"2017-05-24",0.2052,0.4271
"2017-05-31",0.2008,0.2376
"2017-06-01",,
"2017-06-08",,
"2017-06-09",,
"2017-06-16",0.2326,0.4423
"2017-06-17",0.1869,
"2017-06-24",0.2803,0.5181
"2017-06-25",0.2236,0.4175
"2017-07-02",,0.3369
"2017-07-03",,
"2017-07-10",0.2755,0.5232
"2017-07-11",0.1883,0.3845
"2017-07-18",,0.3509
"2017-07-19",0.2731,0.5167
"2017-07-26",,
"2017-07-27",0.2574,0.4754
"2017-08-03",,
"2017-08-04",0.32,0.5346
"2017-08-11",0.3157,
"2017-08-12",0.2657,0.4769
"2017-08-19",0.288,0.4369
"2017-08-20",0.3283,0.3889
"2017-08-27",0.3286,0.5408
"2017-08-28",0.2774,0.4743
"2017-09-04",0.2285,0.4391
"2017-09-05",0.32,0.5344
"2017-09-12",0.3162,0.5441
"2017-09-20",0.2573,0.4841
"2017-09-21",0.2911,0.5276
"2017-09-28",,
"2017-09-29",0.2352,0.41
"2017-10-06",0.2414,0.3774
"2017-10-07",0.2807,0.5304
"2017-10-14",0.2689,0.5372
"2017-10-15",0.2212,0.4769
"2017-10-22",0.1688,0.3313
"2017-10-23",0.2468,0.5108
"2017-10-30",,
"2017-10-31",0.1957,0.4507
"2017-11-07",0.1219,
"2017-11-08",0.2039,0.4486
"2017-11-15",0.215,0.4595
"2017-11-16",,
"2017-11-23",,
"2017-11-24",,
"2017-12-01",0.2212,0.5974
"2017-12-02",0.1724,0.5137
"2017-12-09",0.1728,0.5343
"2017-12-10",0.2106,0.593
"2017-12-17",0.2029,0.4627
"2017-12-18",0.1573,0.4802
"2017-12-25",0.1529,0.3069
"2017-12-26",0.2083,0.5835
"2018-01-02",0.2153,0.6169
"2018-01-03",0.1494,0.4492
"2018-01-10",,
"2018-01-11",0.2057,0.5854
"2018-01-18",0.1977,
"2018-01-19",,
"2018-01-26",,
"2018-01-27",,
"2018-02-03",,
"2018-02-04",0.1471,0.4357
"2018-02-11",-0.2482,0.1063
"2018-02-12",,
"2018-02-19",0.1711,0.5363
"2018-02-20",-0.0332,0.1459
"2018-02-27",0.1299,0.3132
"2018-02-28",0.1845,0.4538
"2018-03-07",0.1839,0.5037
"2018-03-08",0.1393,0.4316
"2018-03-15",0.081,
"2018-03-16",0.1864,0.4831
"2018-03-23",,
"2018-03-24",0.143,0.3364
"2018-03-31",0.131,0.4026
"2018-04-01",0.1844,0.4564
"2018-04-08",0.1918,0.4882
"2018-04-09",0.1375,0.3919
"2018-04-16",0.1359,0.3608
"2018-04-17",0.1811,0.4369
"2018-04-24",,
"2018-04-25",0.1599,0.3377
"2018-05-02",0.1074,
"2018-05-03",,
"2018-05-11",0.1726,0.3806
"2018-05-18",0.1943,0.3794
"2018-05-19",,
"2018-05-26",0.1616,0.2504
"2018-05-27",0.181,0.4008
"2018-06-03",,
"2018-06-04",0.2516,0.4047
"2018-06-11",0.238,0.4578
"2018-06-12",0.1911,0.3542
"2018-06-19",0.2025,0.3887
"2018-06-20",0.2567,0.4801
"2018-06-27",0.2705,0.4641
"2018-06-28",0.2145,0.4111
"2018-07-05",0.193,0.2455
"2018-07-06",0.289,0.4797
"2018-07-13",0.2798,0.4255
"2018-07-14",0.2455,0.3489
"2018-07-21",0.2361,0.3996
"2018-07-22",,
"2018-07-29",0.3369,0.5051
"2018-07-30",0.2682,0.4173
"2018-08-06",0.2754,0.419
"2018-08-07",0.3236,0.4943
"2018-08-14",0.3196,0.5054
"2018-08-15",,
"2018-08-22",0.2505,
"2018-08-23",0.2858,0.4832
"2018-08-30",0.286,0.5108
"2018-09-07",0.2594,0.4821
"2018-09-08",0.2858,0.5126
"2018-09-15",0.2703,0.5128
"2018-09-16",0.223,0.4477
"2018-09-23",0.217,0.4476
"2018-09-24",,
"2018-10-01",0.2432,0.3481
"2018-10-02",,
"2018-10-17",,
"2018-10-18",0.1737,0.4262
"2018-10-25",0.1733,0.4199
"2018-10-26",0.217,0.5215
"2018-11-02",0.1767,0.3124
"2018-11-03",0.1102,0.2569
"2018-11-10",0.1658,0.4519
"2018-11-18",0.1511,0.46
"2018-11-19",0.1307,0.3956
"2018-11-26",0.0992,0.3239
"2018-11-27",,
"2018-12-04",0.2012,0.5788
"2018-12-05",0.1219,0.3272
"2018-12-12",0.1331,0.3619
"2018-12-13",0.1936,0.5891
"2018-12-20",0.2049,0.5937
"2018-12-21",0.1129,
"2018-12-28",0.1368,0.3486
"2018-12-29",0.1797,0.6116
"2019-01-05",0.1688,0.6159
"2019-01-06",0.1051,0.2539
"2019-01-13",-0.1043,0.1382
"2019-01-14",-0.0101,0.3552
"2019-01-21",0.0643,0.4113
"2019-01-22",,
"2019-01-29",-0.0405,0.1781
"2019-01-30",0.0218,0.3256
"2019-02-07",0.0166,0.1994
"2019-02-15",0.1667,0.3453
"2019-02-22",0.101,0.3123
"2019-02-23",-0.4058,0.0564
"2019-03-02",0.0871,0.2231
"2019-03-03",-0.0109,0.1588
"2019-03-10",0.17,0.3418
"2019-03-11",,
"2019-03-18",-0.3124,0.0894
"2019-03-19",0.0145,0.1865
"2019-03-26",,
"2019-03-27",0.1006,0.2366
"2019-04-04",,
"2019-04-11",,
"2019-04-12",,
"2019-04-19",0.1395,0.4058
"2019-04-20",,
"2019-04-27",0.1906,0.4473
"2019-04-28",0.143,0.3816
"2019-05-05",0.1557,0.2994
"2019-05-06",0.1958,
"2019-05-13",0.2251,0.4357
"2019-05-14",0.1667,
"2019-05-22",,
"2019-05-29",,
"2019-05-30",0.2043,0.3684
"2019-06-06",0.2222,0.4082
"2019-06-07",0.2635,0.4698
"2019-06-14",0.2885,
"2019-06-15",0.2104,0.3898
"2019-06-22",0.2549,0.4165
"2019-06-23",,
"2019-06-30",0.2899,0.4823
"2019-07-01",,
"2019-07-09",0.2776,0.4899
"2019-07-16",0.3079,0.5209
"2019-07-17",0.2527,0.3878
"2019-07-24",0.27,0.4719
"2019-07-25",0.3201,0.4771
"2019-08-01",,
"2019-08-10",,
