"DateTime"," NDSI (Landsat 4/5/7/8 SR) at Polygon 1, 1984-01-01 to 2019-08-15"," NDSI (Landsat 4/5/7/8 SR) at Polygon 2, 1984-01-01 to 2019-08-15"
"2013-07-07",-0.3476,-0.2778
"2013-07-08",-0.4886,-0.4488
"2013-07-15",,
"2013-07-16",-0.486,-0.4917
"2013-07-23",-0.5026,-0.5287
"2013-07-24",,
"2013-07-31",-0.5271,-0.5538
"2013-08-01",,
"2013-08-08",-0.4212,-0.2797
"2013-08-09",-0.5049,-0.5314
"2013-08-16",-0.5221,-0.5044
"2013-08-17",,
"2013-08-24",-0.496,-0.5104
"2013-08-25",-0.5144,-0.5425
"2013-09-01",-0.4025,-0.4556
"2013-09-02",-0.4948,-0.5151
"2013-09-09",-0.4441,-0.497
"2013-09-10",,
"2013-09-17",-0.5339,-0.562
"2013-09-18",-0.3678,-0.4099
"2013-09-25",-0.5272,-0.5365
"2013-09-26",-0.5331,-0.5527
"2013-10-03",-0.5373,-0.5547
"2013-10-04",-0.4749,-0.4436
"2013-10-11",,0.0126
"2013-10-12",-0.5324,-0.5403
"2013-10-19",-0.5253,-0.4546
"2013-10-20",-0.2773,
"2013-10-27",-0.526,-0.5031
"2013-10-28",-0.4777,-0.244
"2013-11-04",-0.489,-0.5151
"2013-11-05",,
"2013-11-12",-0.5177,-0.4861
"2013-11-13",-0.5284,-0.5364
"2013-11-20",-0.5363,-0.5546
"2013-11-28",-0.4266,-0.0474
"2013-11-29",-0.5209,-0.382
"2013-12-06",0.7734,0.6259
"2013-12-07",0.6629,0.5055
"2013-12-14",0.2363,0.2086
"2013-12-15",0.0617,0.0241
"2013-12-22",0.6806,0.2629
"2013-12-23",0.1283,0.2162
"2013-12-30",0.3852,0.4237
"2013-12-31",-0.2182,0.1964
"2014-01-07",,
"2014-01-08",0.7334,0.5632
"2014-01-15",,
"2014-01-16",,
"2014-01-23",0.602,0.5755
"2014-01-24",0.0087,0.2452
"2014-02-01",,0.642
"2014-02-08",0.741,0.607
"2014-02-09",0.5838,0.6257
"2014-02-16",,
"2014-02-17",-0.313,0.2144
"2014-02-24",-0.3506,0.0104
"2014-02-25",-0.3717,-0.0074
"2014-03-04",-0.3563,-0.0704
"2014-03-05",0.6258,0.5638
"2014-03-12",0.6195,0.5962
"2014-03-13",-0.2014,0.1012
"2014-03-20",-0.4683,-0.1916
"2014-03-21",-0.4849,
"2014-03-28",-0.4985,-0.2549
"2014-03-29",-0.4554,-0.341
"2014-04-05",,
"2014-04-06",-0.2151,-0.0214
"2014-04-14",0.6339,0.6537
"2014-04-21",-0.4707,-0.3437
"2014-04-22",-0.4624,-0.4673
"2014-04-30",-0.3495,-0.4442
"2014-05-07",-0.3318,-0.4764
"2014-05-08",,-0.4756
"2014-05-15",-0.4033,
"2014-05-16",-0.3969,-0.3355
"2014-05-23",,
"2014-05-24",-0.2112,-0.2146
"2014-05-31",-0.5177,-0.5452
"2014-06-01",-0.4853,-0.5033
"2014-06-09",-0.5061,-0.5328
"2014-06-16",-0.5056,-0.5301
"2014-06-17",-0.4868,-0.4922
"2014-06-24",-0.4085,-0.4992
"2014-06-25",-0.5046,-0.5357
"2014-07-02",-0.4934,-0.5178
"2014-07-03",-0.4942,-0.5038
"2014-07-10",-0.4818,-0.2361
"2014-07-11",,
"2014-07-18",,
"2014-07-19",-0.4855,-0.465
"2014-07-26",-0.4577,-0.3808
"2014-07-27",-0.5221,-0.543
"2014-08-03",-0.5241,-0.5515
"2014-08-04",-0.4335,-0.284
"2014-08-11",-0.5191,-0.4955
"2014-08-12",-0.5222,-0.5374
"2014-08-19",-0.5226,-0.5111
"2014-08-20",-0.3604,-0.2606
"2014-08-27",-0.3652,-0.511
"2014-08-28",-0.371,
"2014-09-04",-0.382,-0.4278
"2014-09-05",-0.4652,-0.4736
"2014-09-12",-0.4409,-0.3997
"2014-09-13",-0.5296,-0.5488
"2014-09-20",-0.5354,-0.5534
"2014-09-21",,-0.0983
"2014-09-29",-0.4971,-0.5597
"2014-10-06",-0.3458,
"2014-10-07",-0.4869,-0.3447
"2014-10-14",-0.5299,-0.5125
"2014-10-15",,
"2014-10-22",,
"2014-10-23",,
"2014-10-30",-0.5224,-0.4928
"2014-10-31",-0.5306,-0.5256
"2014-11-07",,
"2014-11-08",-0.5166,-0.481
"2014-11-15",-0.2696,-0.1562
"2014-11-16",0.6379,0.4963
"2014-11-23",-0.3822,
"2014-11-24",,
"2014-12-01",-0.5078,-0.4422
"2014-12-02",-0.4131,-0.465
"2014-12-09",,
"2014-12-10",-0.4991,-0.4321
"2014-12-17",,
"2014-12-18",-0.2621,
"2014-12-25",-0.2433,-0.0411
"2015-01-02",0.7377,0.7221
"2015-01-03",,
"2015-01-10",-0.1264,-0.2384
"2015-01-11",,
"2015-01-18",-0.2014,0.1241
"2015-01-19",-0.3251,-0.1122
"2015-01-26",-0.0442,0.085
"2015-01-27",-0.2929,-0.1443
"2015-02-03",-0.3369,0.0044
"2015-02-04",,
"2015-02-12",,
"2015-02-19",-0.3907,-0.0228
"2015-02-20",-0.4989,-0.3818
"2015-02-27",0.7963,0.7722
"2015-02-28",,
"2015-03-07",0.1723,0.4641
"2015-03-08",-0.0698,0.2796
"2015-03-15",-0.4965,-0.3514
"2015-03-16",-0.4856,-0.3831
"2015-03-23",-0.4893,-0.4367
"2015-03-24",-0.5103,-0.4608
"2015-03-31",-0.5162,-0.5446
"2015-04-01",-0.2302,
"2015-04-08",-0.404,-0.4755
"2015-04-09",-0.5019,-0.5295
"2015-04-16",0.6177,0.6023
"2015-04-17",0.8623,0.772
"2015-04-25",-0.4632,-0.4954
"2015-05-02",-0.4601,-0.4958
"2015-05-03",,-0.438
"2015-05-10",,
"2015-05-11",0.0376,0.7825
"2015-05-18",,
"2015-05-26",-0.1284,
"2015-05-27",-0.4641,
"2015-06-03",-0.4404,-0.4598
"2015-06-04",-0.4929,-0.5053
"2015-06-11",,
"2015-06-12",,
"2015-06-19",-0.5214,-0.5356
"2015-06-20",-0.4938,-0.491
"2015-06-27",-0.5126,-0.5181
"2015-06-28",-0.5097,-0.5054
"2015-07-05",,
"2015-07-06",,
"2015-07-13",-0.3543,-0.42
"2015-07-14",-0.4523,-0.5234
"2015-07-21",-0.5169,-0.4858
"2015-07-22",-0.4857,-0.4998
"2015-07-29",-0.5056,-0.4791
"2015-07-30",-0.5212,-0.5395
"2015-08-06",-0.5281,-0.549
"2015-08-07",-0.353,
"2015-08-14",-0.5148,-0.5159
"2015-08-15",-0.5241,-0.5401
"2015-08-22",-0.5265,-0.5358
"2015-08-23",-0.485,-0.4014
"2015-08-30",-0.5175,-0.5051
"2015-08-31",-0.3922,-0.3573
"2015-09-07",,
"2015-09-08",-0.1521,
"2015-09-15",-0.5187,-0.3872
"2015-09-16",-0.5293,-0.5348
"2015-09-23",-0.542,-0.5534
"2015-09-24",-0.5073,-0.4926
"2015-10-01",,-0.1853
"2015-10-02",-0.53,-0.5381
"2015-10-09",-0.4205,-0.486
"2015-10-10",-0.5133,-0.4766
"2015-10-17",-0.5046,-0.4739
"2015-10-18",-0.4981,-0.5273
"2015-10-25",-0.5403,-0.5447
"2015-10-26",0.0668,
"2015-11-02",-0.5275,-0.4982
"2015-11-03",-0.5325,-0.5348
"2015-11-10",-0.5361,-0.5422
"2015-11-11",0.6751,0.6434
"2015-11-18",0.7643,0.6015
"2015-11-19",0.7662,0.5887
"2015-11-26",,
"2015-11-27",0.6649,0.6015
"2015-12-04",0.3162,0.4586
"2015-12-05",,
"2015-12-13",,
"2015-12-20",0.3159,0.5039
"2015-12-21",0.373,0.3681
"2015-12-28",0.6526,0.2258
"2015-12-29",0.4972,0.458
"2016-01-05",0.2649,0.4746
"2016-01-06",0.4519,0.4176
"2016-01-13",0.4715,0.3923
"2016-01-14",0.4355,0.5276
"2016-01-21",0.2022,0.4506
"2016-01-22",-0.1143,0.3333
"2016-01-29",0.0857,0.2937
"2016-01-30",-0.2272,
"2016-02-06",,
"2016-02-07",0.8069,0.6655
"2016-02-14",0.6149,
"2016-02-15",,
"2016-02-22",,
"2016-03-01",-0.3653,-0.0495
"2016-03-02",,
"2016-03-09",-0.3518,-0.1238
"2016-03-10",-0.5015,-0.4004
"2016-03-17",-0.5107,-0.3799
"2016-03-18",,
"2016-04-02",-0.0895,0.4087
"2016-04-03",-0.4346,-0.3192
"2016-04-10",,
"2016-04-11",-0.4804,-0.4707
"2016-04-18",,
"2016-04-19",,
"2016-04-26",0.0101,
"2016-04-27",-0.4731,-0.4159
"2016-05-04",-0.5175,-0.5173
"2016-05-05",-0.4812,-0.4903
"2016-05-12",-0.5071,-0.5187
"2016-05-13",-0.5036,-0.5144
"2016-05-20",-0.3254,
"2016-05-21",-0.4529,-0.4519
"2016-05-28",-0.3781,-0.3934
"2016-05-29",-0.5029,-0.5447
"2016-06-05",-0.5133,-0.4531
"2016-06-13",-0.4949,-0.4912
"2016-06-14",-0.5183,-0.5311
"2016-06-21",-0.4084,-0.4618
"2016-06-22",-0.4924,-0.4813
"2016-06-29",,
"2016-06-30",-0.3849,
"2016-07-07",-0.5295,-0.5375
"2016-07-08",-0.4993,-0.4982
"2016-07-15",,-0.4193
"2016-07-16",-0.5208,-0.5411
"2016-07-23",-0.5207,-0.5569
"2016-07-24",-0.5014,-0.4256
"2016-07-31",-0.4037,-0.4228
"2016-08-01",-0.5223,-0.5088
"2016-08-08",-0.4278,-0.5133
"2016-08-09",-0.5132,-0.5098
"2016-08-16",-0.4155,-0.4617
"2016-08-17",-0.4907,-0.4056
"2016-08-24",,
"2016-08-25",-0.5039,-0.4813
"2016-09-01",-0.5107,-0.4838
"2016-09-02",,
"2016-09-09",-0.5366,-0.5527
"2016-09-10",-0.5169,-0.501
"2016-09-17",-0.5241,-0.4842
"2016-09-18",-0.5339,-0.5439
"2016-09-25",-0.5381,-0.5354
"2016-09-26",-0.517,-0.4924
"2016-10-03",-0.5206,-0.4883
"2016-10-04",-0.5289,-0.5293
"2016-10-11",-0.5287,-0.5406
"2016-10-12",-0.4286,-0.3391
"2016-10-19",-0.5117,-0.4731
"2016-10-20",-0.5276,-0.5326
"2016-10-27",-0.5382,-0.5477
"2016-10-28",,
"2016-11-04",-0.4813,-0.4304
"2016-11-05",,
"2016-11-12",-0.5323,-0.5369
"2016-11-13",,
"2016-11-20",-0.297,-0.1301
"2016-11-21",-0.4987,-0.4825
"2016-11-28",-0.4595,-0.2066
"2016-11-29",-0.3003,0.0341
"2016-12-06",-0.4675,-0.1173
"2016-12-07",0.6671,0.6528
"2016-12-14",-0.3964,-0.185
"2016-12-15",,
"2016-12-23",0.0607,0.225
"2016-12-30",-0.2901,-0.0379
"2016-12-31",-0.2646,0.1283
"2017-01-07",0.6154,0.5573
"2017-01-08",,
"2017-01-15",,
"2017-01-23",-0.0811,0.1958
"2017-01-24",,
"2017-01-31",-0.2907,-0.182
"2017-02-01",-0.404,-0.013
"2017-02-09",,
"2017-02-16",-0.4715,-0.3921
"2017-02-17",-0.3145,
"2017-02-24",,
"2017-02-25",-0.2278,-0.0024
"2017-03-04",-0.5064,-0.5251
"2017-03-05",,
"2017-03-13",,
"2017-03-20",-0.3656,
"2017-03-21",-0.4288,-0.3731
"2017-03-28",-0.3653,-0.213
"2017-03-29",,
"2017-04-05",0.6726,0.7101
"2017-04-06",-0.3699,-0.2194
"2017-04-13",-0.4756,-0.4708
"2017-04-14",-0.4984,-0.5208
"2017-04-21",-0.4787,
"2017-04-30",0.6629,0.7081
"2017-05-07",,
"2017-05-08",,
"2017-05-15",-0.4727,-0.4987
"2017-05-16",-0.5037,-0.5285
"2017-05-23",-0.478,-0.4812
"2017-05-24",-0.4833,-0.4935
"2017-05-31",-0.3867,-0.1351
"2017-06-01",,
"2017-06-08",,
"2017-06-09",,
"2017-06-16",-0.4909,-0.4849
"2017-06-17",-0.318,
"2017-06-24",-0.5236,-0.5409
"2017-06-25",-0.4834,-0.4541
"2017-07-02",,-0.2627
"2017-07-03",,
"2017-07-10",-0.5219,-0.4558
"2017-07-11",-0.3658,-0.3833
"2017-07-18",,-0.388
"2017-07-19",-0.5266,-0.5478
"2017-07-26",,-0.5593
"2017-07-27",-0.4959,-0.4938
"2017-08-03",,
"2017-08-04",-0.5304,-0.5374
"2017-08-11",-0.3229,
"2017-08-12",-0.4761,-0.4927
"2017-08-19",-0.522,-0.4111
"2017-08-20",-0.5048,-0.3472
"2017-08-27",-0.5354,-0.5484
"2017-08-28",-0.5112,-0.4998
"2017-09-04",-0.4027,-0.4528
"2017-09-05",-0.506,-0.4963
"2017-09-12",-0.5448,-0.5557
"2017-09-20",-0.5295,-0.5155
"2017-09-21",-0.537,-0.5427
"2017-09-28",,
"2017-09-29",-0.4642,-0.3434
"2017-10-06",-0.4988,-0.2667
"2017-10-07",-0.537,-0.5381
"2017-10-14",-0.5389,-0.5421
"2017-10-15",-0.5222,-0.4842
"2017-10-22",-0.4007,-0.377
"2017-10-23",-0.5311,
"2017-10-30",,
"2017-10-31",-0.4908,-0.4111
"2017-11-07",-0.3066,
"2017-11-08",-0.3144,-0.048
"2017-11-15",-0.4999,-0.4576
"2017-11-16",,
"2017-11-23",,
"2017-11-24",,
"2017-12-01",-0.5349,-0.5373
"2017-12-02",-0.4987,-0.4385
"2017-12-09",-0.5142,-0.4361
"2017-12-10",-0.5266,-0.5133
"2017-12-17",-0.3807,-0.216
"2017-12-18",-0.4537,-0.2554
"2017-12-25",-0.455,-0.0698
"2017-12-26",-0.5054,-0.4779
"2018-01-02",-0.5314,-0.5431
"2018-01-03",-0.4545,-0.3456
"2018-01-10",,
"2018-01-11",-0.3502,-0.3275
"2018-01-18",-0.4701,
"2018-01-19",,
"2018-01-26",,
"2018-01-27",,
"2018-02-03",,
"2018-02-04",-0.4636,-0.3625
"2018-02-11",0.7797,0.6918
"2018-02-12",,
"2018-02-19",-0.3633,-0.4454
"2018-02-20",0.6174,0.6074
"2018-02-27",-0.41,-0.0039
"2018-02-28",-0.4721,-0.2558
"2018-03-07",-0.5144,-0.5109
"2018-03-08",-0.4859,-0.4366
"2018-03-15",-0.0918,
"2018-03-16",-0.4957,-0.5203
"2018-03-23",,
"2018-03-24",-0.462,-0.3804
"2018-03-31",-0.4215,-0.4369
"2018-04-01",-0.4837,-0.5107
"2018-04-08",-0.518,-0.5445
"2018-04-09",-0.4545,-0.4592
"2018-04-16",-0.4358,-0.4462
"2018-04-17",-0.4968,-0.5179
"2018-04-24",,
"2018-04-25",-0.4207,-0.1425
"2018-05-02",-0.2497,-0.3331
"2018-05-03",,
"2018-05-11",-0.4423,-0.4688
"2018-05-18",-0.4789,-0.4721
"2018-05-19",,
"2018-05-26",-0.2021,-0.195
"2018-05-27",-0.4052,-0.4758
"2018-06-03",,
"2018-06-04",-0.4994,-0.401
"2018-06-11",-0.5092,-0.5361
"2018-06-12",-0.4618,-0.4458
"2018-06-19",-0.4459,-0.4437
"2018-06-20",-0.4951,-0.5267
"2018-06-27",-0.5259,-0.4823
"2018-06-28",-0.4543,-0.5086
"2018-07-05",-0.3975,-0.211
"2018-07-06",-0.5223,-0.55
"2018-07-13",-0.4335,-0.4422
"2018-07-14",-0.4952,-0.4405
"2018-07-21",-0.501,-0.4624
"2018-07-22",-0.4782,
"2018-07-29",-0.5239,-0.5428
"2018-07-30",-0.4933,-0.4622
"2018-08-06",-0.5026,-0.4933
"2018-08-07",-0.525,-0.5451
"2018-08-14",-0.525,-0.5348
"2018-08-15",,
"2018-08-22",-0.3674,
"2018-08-23",-0.4841,-0.5292
"2018-08-30",-0.5364,-0.566
"2018-09-07",-0.5199,-0.5325
"2018-09-08",-0.5293,-0.5538
"2018-09-15",-0.5345,-0.5619
"2018-09-16",-0.5041,-0.5012
"2018-09-23",-0.52,-0.5225
"2018-09-24",,
"2018-10-01",-0.4147,-0.3006
"2018-10-02",,
"2018-10-17",,
"2018-10-18",-0.4586,-0.4278
"2018-10-25",-0.4842,-0.376
"2018-10-26",-0.5247,-0.543
"2018-11-02",-0.2615,0.3397
"2018-11-03",-0.2438,-0.0139
"2018-11-10",-0.5028,-0.3648
"2018-11-18",-0.1352,-0.0852
"2018-11-19",-0.3683,-0.1353
"2018-11-26",-0.081,0.1752
"2018-11-27",,
"2018-12-04",-0.3128,-0.0719
"2018-12-05",-0.3562,-0.0418
"2018-12-12",-0.3817,-0.1876
"2018-12-13",-0.4692,-0.4367
"2018-12-20",-0.4986,-0.4734
"2018-12-21",-0.2416,
"2018-12-28",-0.3595,0.1398
"2018-12-29",-0.4099,-0.3555
"2019-01-05",-0.1776,-0.3415
"2019-01-06",-0.2749,0.0613
"2019-01-13",0.7473,0.6704
"2019-01-14",0.812,0.6217
"2019-01-21",0.2856,0.3738
"2019-01-22",,
"2019-01-29",0.6245,0.5325
"2019-01-30",0.5491,0.4493
"2019-02-07",0.5779,0.5163
"2019-02-15",-0.4218,0.2492
"2019-02-22",0.0695,0.3283
"2019-02-23",0.7903,0.6139
"2019-03-02",-0.209,0.2381
"2019-03-03",0.8196,0.6751
"2019-03-10",-0.4427,-0.0185
"2019-03-11",,
"2019-03-18",0.7205,0.6652
"2019-03-19",0.3784,0.4759
"2019-03-26",,
"2019-03-27",-0.3389,-0.2698
"2019-04-04",,
"2019-04-11",,
"2019-04-12",,
"2019-04-19",-0.4951,-0.5223
"2019-04-20",,
"2019-04-27",-0.5142,-0.5521
"2019-04-28",-0.4585,-0.4863
"2019-05-05",-0.4761,-0.3463
"2019-05-06",-0.4514,
"2019-05-13",-0.4945,-0.4794
"2019-05-14",-0.0991,
"2019-05-22",,
"2019-05-29",,
"2019-05-30",-0.4783,-0.3776
"2019-06-06",-0.4925,-0.4739
"2019-06-07",-0.511,-0.5429
"2019-06-14",-0.4875,
"2019-06-15",-0.4054,-0.2771
"2019-06-22",-0.4921,-0.436
"2019-06-23",,
"2019-06-30",-0.5257,-0.4085
"2019-07-01",,
"2019-07-09",-0.5196,-0.5444
"2019-07-16",-0.5362,-0.5519
"2019-07-17",-0.5022,-0.335
"2019-07-24",-0.522,-0.5273
"2019-07-25",-0.4997,-0.5265
"2019-08-01",,
"2019-08-02",-0.5072,-0.4994
"2019-08-10",,
